id,segment,locale_style,user_message,ideal_bot_response,slots_json
JY06849,customer_service_handoff,light_sg,Can a staff member help me I need help with suspension request. asap,Of course. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06850,customer_service_handoff,standard,Can a staff member help me Please.,"Of course. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06851,customer_service_handoff,medium_sg,pls connect me to customer service Bot cannot solve my issue. Thanks.,"Thanks for reaching out. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06852,customer_service_handoff,standard,Please connect me to customer service Bot cannot solve my issue. Please.,"Happy to help. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06853,customer_service_handoff,light_sg,Can a staff member help me I need help with late cancellation penalty.,No worries. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06854,customer_service_handoff,medium_sg,Can a staff member help me It’s about how the free trial works. pls. ah,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06855,customer_service_handoff,medium_sg,pls connect me to customer service Bot cannot solve my issue. leh,"No worries. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06856,customer_service_handoff,standard,I need further assistance I need help with late cancellation penalty. asap,"Sure, happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.",{}
JY06857,customer_service_handoff,medium_sg,I need further assistance I need help with how the free trial works. Can help?,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06858,customer_service_handoff,light_sg,I need further assistance I need help with suspension request. pls.,Thanks for reaching out. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06859,customer_service_handoff,medium_sg,Can a staff member help me Bot cannot solve my issue. pls. ah,"Thanks for reaching out. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06860,customer_service_handoff,light_sg,pls connect me to customer service It’s about how the free trial works. Thanks.,Happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06861,customer_service_handoff,light_sg,Can I talk to someone I need help with which class is beginner friendly. asap,Of course. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06862,customer_service_handoff,standard,Can I talk to someone I need help with suspension request. Thanks.,Absolutely. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06863,customer_service_handoff,medium_sg,pls connect me to customer service,"Sure, happy to help. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06864,customer_service_handoff,medium_sg,pls connect me to customer service It’s about studio rules. pls.,No worries. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06865,customer_service_handoff,standard,Please connect me to customer service It’s about membership options. Thanks.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06866,customer_service_handoff,light_sg,I want to speak to customer service It’s about which class is beginner friendly. Thanks.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06867,customer_service_handoff,standard,Need human support It’s about class schedule help. Please.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06868,customer_service_handoff,medium_sg,I need further assistance This is a bit complicated. Can help? ah,"Sure, happy to help. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06869,customer_service_handoff,light_sg,Can a staff member help me I need help with class schedule help. pls.,Happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06870,customer_service_handoff,standard,I need further assistance I need help with late cancellation penalty. Please.,Thanks for reaching out. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06871,customer_service_handoff,light_sg,I need further assistance I need help with suspension request. Can help?,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06872,customer_service_handoff,medium_sg,Need human support asap leh,"Of course. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06873,customer_service_handoff,standard,I need further assistance It’s about class schedule help. Thanks.,Absolutely. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06874,customer_service_handoff,standard,Please connect me to customer service I need help with how the free trial works.,Absolutely. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06875,customer_service_handoff,standard,Please connect me to customer service It’s about class schedule help. asap,"Sure, happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.",{}
JY06876,customer_service_handoff,standard,I want to speak to customer service It’s about studio rules.,Happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06877,customer_service_handoff,standard,Can I talk to someone I need help with corporate rates. Thanks.,Absolutely. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06878,customer_service_handoff,light_sg,Can I talk to someone I need help with which class is beginner friendly. Can help?,"Sure, happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.",{}
JY06879,customer_service_handoff,medium_sg,Can a staff member help me It’s about app booking problem. Thanks. can or not,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06880,customer_service_handoff,standard,Need human support It’s about pricing for trial classes. Can help?,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06881,customer_service_handoff,standard,I need further assistance Bot cannot solve my issue.,"Thanks for reaching out. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06882,customer_service_handoff,medium_sg,I want to speak to customer service Bot cannot solve my issue. Can help? leh,"Happy to help. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06883,customer_service_handoff,standard,I want to speak to customer service I need help with class schedule help. Can help?,No worries. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06884,customer_service_handoff,medium_sg,pls connect me to customer service It’s about app booking problem. pls.,"Sure, happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.",{}
JY06885,customer_service_handoff,medium_sg,Can a staff member help me I need help with suspension request. pls.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06886,customer_service_handoff,medium_sg,pls connect me to customer service It’s about late cancellation penalty. Can help? ya,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06887,customer_service_handoff,medium_sg,Can I talk to someone It’s about which class is beginner friendly. Thanks. leh,No worries. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06888,customer_service_handoff,light_sg,Can a staff member help me It’s about late cancellation penalty.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06889,customer_service_handoff,medium_sg,pls connect me to customer service I need help with pricing for trial classes. Can help?,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06890,customer_service_handoff,medium_sg,Can a staff member help me This is a bit complicated. can or not,"Of course. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06891,customer_service_handoff,standard,Can a staff member help me It’s about pricing for trial classes. Can help?,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06892,customer_service_handoff,light_sg,I want to speak to customer service It’s about suspension request.,No worries. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06893,customer_service_handoff,standard,Need human support Can help?,"Sure, happy to help. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06894,customer_service_handoff,light_sg,Can I talk to someone It’s about studio rules. pls.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06895,customer_service_handoff,standard,Please connect me to customer service It’s about membership options. asap,"Sure, happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.",{}
JY06896,customer_service_handoff,medium_sg,I need further assistance It’s about late cancellation penalty.,Absolutely. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06897,customer_service_handoff,standard,I need further assistance I need help with app booking problem. asap,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06898,customer_service_handoff,medium_sg,Can a staff member help me Bot cannot solve my issue. Thanks. ya,"Of course. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06899,customer_service_handoff,standard,Can I talk to someone It’s about how the free trial works.,Happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06900,customer_service_handoff,standard,Can a staff member help me Bot cannot solve my issue. Please.,"No worries. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06901,customer_service_handoff,light_sg,Can I talk to someone It’s about membership options.,Happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06902,customer_service_handoff,light_sg,Can I talk to someone I need help with studio rules.,Of course. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06903,customer_service_handoff,medium_sg,Can I talk to someone Bot cannot solve my issue. ya,"Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06904,customer_service_handoff,medium_sg,I need further assistance Thanks. can or not,"Absolutely. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06905,customer_service_handoff,medium_sg,Can a staff member help me I need help with membership options. pls.,Of course. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06906,customer_service_handoff,medium_sg,pls connect me to customer service It’s about late cancellation penalty. Thanks.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06907,customer_service_handoff,standard,Can I talk to someone Bot cannot solve my issue. Please.,"Thanks for reaching out. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06908,customer_service_handoff,medium_sg,I want to speak to customer service This is a bit complicated. pls. ah,"No worries. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06909,customer_service_handoff,light_sg,Can a staff member help me It’s about app booking problem. asap,Absolutely. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06910,customer_service_handoff,standard,Can a staff member help me It’s about studio rules. Please.,Of course. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06911,customer_service_handoff,standard,Need human support It’s about app booking problem. Thanks.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06912,customer_service_handoff,medium_sg,Can a staff member help me asap ya,"Absolutely. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06913,customer_service_handoff,standard,Please connect me to customer service I need help with suspension request. asap,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06914,customer_service_handoff,standard,I need further assistance It’s about late cancellation penalty. Please.,Absolutely. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06915,customer_service_handoff,medium_sg,pls connect me to customer service Bot cannot solve my issue. asap can or not,"Sure, happy to help. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06916,customer_service_handoff,light_sg,Need human support It’s about corporate rates. asap,No worries. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06917,customer_service_handoff,standard,Can a staff member help me I need help with studio rules. Can help?,"Sure, happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.",{}
JY06918,customer_service_handoff,standard,Need human support I need help with suspension request. Please.,Happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06919,customer_service_handoff,medium_sg,Need human support Bot cannot solve my issue. Can help? ya,"No worries. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06920,customer_service_handoff,medium_sg,Can a staff member help me asap can or not,"Thanks for reaching out. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06921,customer_service_handoff,light_sg,I need further assistance I need help with class schedule help. Thanks.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06922,customer_service_handoff,standard,Need human support Please.,"Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06923,customer_service_handoff,light_sg,I need further assistance It’s about which class is beginner friendly. asap,Thanks for reaching out. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06924,customer_service_handoff,light_sg,pls connect me to customer service I need help with membership options. Can help?,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06925,customer_service_handoff,standard,Can I talk to someone It’s about pricing for trial classes. Thanks.,Absolutely. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06926,customer_service_handoff,medium_sg,I want to speak to customer service This is a bit complicated. Thanks. can or not,"Thanks for reaching out. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06927,customer_service_handoff,standard,Need human support I need help with pricing for trial classes. Please.,"Sure, happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.",{}
JY06928,customer_service_handoff,light_sg,Can a staff member help me I need help with late cancellation penalty. asap,Happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06929,customer_service_handoff,light_sg,Can a staff member help me I need help with how the free trial works. asap,Of course. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06930,customer_service_handoff,light_sg,Can I talk to someone Bot cannot solve my issue. pls.,"No worries. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06931,customer_service_handoff,light_sg,pls connect me to customer service I need help with studio rules. pls.,Absolutely. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06932,customer_service_handoff,standard,Need human support It’s about membership options. Can help?,Of course. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06933,customer_service_handoff,standard,I need further assistance It’s about pricing for trial classes. Thanks.,Thanks for reaching out. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06934,customer_service_handoff,standard,Can I talk to someone I need help with studio rules. Thanks.,"Sure, happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.",{}
JY06935,customer_service_handoff,medium_sg,Need human support It’s about app booking problem. pls. ah,"Sure, happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.",{}
JY06936,customer_service_handoff,light_sg,Can I talk to someone I need help with class schedule help. pls.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06937,customer_service_handoff,standard,I want to speak to customer service I need help with class schedule help. asap,Of course. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06938,customer_service_handoff,standard,Please connect me to customer service This is a bit complicated.,"Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06939,customer_service_handoff,medium_sg,Can a staff member help me It’s about corporate rates. pls. leh,"Sure, happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.",{}
JY06940,customer_service_handoff,standard,Please connect me to customer service I need help with which class is beginner friendly.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06941,customer_service_handoff,medium_sg,I need further assistance Bot cannot solve my issue. pls. can or not,"Sure, happy to help. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06942,customer_service_handoff,medium_sg,Can I talk to someone It’s about corporate rates. Can help?,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06943,customer_service_handoff,standard,Need human support I need help with studio rules. Thanks.,Of course. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06944,customer_service_handoff,light_sg,Can I talk to someone I need help with membership options. asap,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06945,customer_service_handoff,standard,Can I talk to someone I need help with how the free trial works. Can help?,Thanks for reaching out. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06946,customer_service_handoff,medium_sg,Can a staff member help me Bot cannot solve my issue. pls. ya,"Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06947,customer_service_handoff,standard,Please connect me to customer service I need help with suspension request. Thanks.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06948,customer_service_handoff,standard,Can a staff member help me I need help with class schedule help. Thanks.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06949,customer_service_handoff,medium_sg,I want to speak to customer service asap ah,"Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06950,customer_service_handoff,medium_sg,Need human support I need help with corporate rates. Can help? ya,Thanks for reaching out. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06951,customer_service_handoff,standard,Please connect me to customer service It’s about late cancellation penalty.,"Sure, happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.",{}
JY06952,customer_service_handoff,standard,I want to speak to customer service It’s about late cancellation penalty.,Happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06953,customer_service_handoff,light_sg,pls connect me to customer service I need help with studio rules. Thanks.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06954,customer_service_handoff,medium_sg,I need further assistance It’s about app booking problem. leh,Of course. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06955,customer_service_handoff,standard,Can I talk to someone It’s about studio rules. Please.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06956,customer_service_handoff,medium_sg,pls connect me to customer service This is a bit complicated. pls. ah,"Sure, happy to help. Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06957,customer_service_handoff,light_sg,Can a staff member help me It’s about late cancellation penalty. asap,Happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06958,customer_service_handoff,medium_sg,Can I talk to someone I need help with suspension request. pls. can or not,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06959,customer_service_handoff,light_sg,Can I talk to someone I need help with pricing for trial classes. Thanks.,Absolutely. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06960,customer_service_handoff,standard,Can I talk to someone It’s about class schedule help. Please.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06961,customer_service_handoff,medium_sg,I need further assistance It’s about pricing for trial classes. ya,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06962,customer_service_handoff,light_sg,Can I talk to someone It’s about class schedule help. asap,"Sure, happy to help. Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.",{}
JY06963,customer_service_handoff,medium_sg,pls connect me to customer service I need help with which class is beginner friendly. Thanks.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06964,customer_service_handoff,medium_sg,I need further assistance Bot cannot solve my issue. Thanks. ya,"Please let us know how we can help you. Simply type your enquiry below, and our Customer Service team will review your message and get back to you here as soon as possible.",{}
JY06965,customer_service_handoff,light_sg,I need further assistance It’s about pricing for trial classes. pls.,Thank you for sharing your enquiry. Our Customer Service team will review your message and get back to you right here as soon as possible.,{}
JY06966,end_chat,light_sg,that's all for now,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06967,end_chat,standard,all good already thanks,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06968,end_chat,light_sg,can close the chat today all settled,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06969,end_chat,standard,all good already today,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06970,end_chat,light_sg,that's all can all settled,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06971,end_chat,light_sg,can close the chat today you can close it,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06972,end_chat,medium_sg,that's all thanks you can close it,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06973,end_chat,light_sg,that’s it can bye,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06974,end_chat,light_sg,can close the chat thank you you can close it,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06975,end_chat,light_sg,nothing else thanks no more questions,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06976,end_chat,medium_sg,all good already thank you all settled,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06977,end_chat,standard,all good already you can close it,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06978,end_chat,medium_sg,all good already thank you you can close it,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06979,end_chat,medium_sg,ok done for now no more questions,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06980,end_chat,standard,all good already all settled,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06981,end_chat,medium_sg,all good already can,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06982,end_chat,light_sg,that's all already you can close it,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06983,end_chat,standard,ok done thank you all settled,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06984,end_chat,standard,I’m done for now already,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06985,end_chat,standard,ok done can,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06986,end_chat,medium_sg,all good already thanks all settled leh,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06987,end_chat,medium_sg,nothing else,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06988,end_chat,medium_sg,that's all thank you no more questions,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06989,end_chat,standard,can close the chat,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06990,end_chat,medium_sg,that’s it thank you you can close it,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06991,end_chat,medium_sg,that's all thank you all settled,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06992,end_chat,standard,all good already can no more questions,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06993,end_chat,standard,all good already for now you can close it,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06994,end_chat,medium_sg,ok done thanks you can close it ya,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06995,end_chat,standard,ok done for now bye,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06996,end_chat,standard,can close the chat for now,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06997,end_chat,standard,that’s it already you can close it,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY06998,end_chat,light_sg,that’s it no more questions,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
JY06999,end_chat,standard,nothing else you can close it,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY07000,end_chat,standard,nothing else already bye,"Is there anything else we can assist you with today? If not, we’ll close this ticket in a moment. Wishing you a wonderful and mindful day ahead! 🙏","{""period"": ""daytime""}"
JY07001,end_chat,medium_sg,that's all thank you all settled ah,"Is there anything else we can assist you with today? If not, we’ll close this ticket for now. Wishing you a restful and peaceful evening ahead! ✨","{""period"": ""evening""}"
